id,sentence,是否在转述结论(1/0),确定性打分(0/0.25/0.5/0.75/1),备注
C0365,"…by Darby and Karni (1973), where ”generally speaking, credence goods have the characteristic that though consumers can observe the utility they derive from the good ex post, they cannot judge whether the type or quality they have received is the ex-ante needed one” (Dulleck et al. 2011, p.526).",,,
C0366,"Nonetheless, the commonly used Likert-type rating (LK) format is susceptible to various response biases (Kreitchmann et al., 2019; Wetzel, Boehnke, & Brown, 2016), many of which are particularly prevalent in children and adolescents (Gilman et al., 2008; Mellor & Moore, 2014; Soto et al., 2008).",,,
C0367,The ability to portray that one is entitled to a higher status results in adaptive advantages (Tracy & Robins 2008).,,,
C0368,"For example, Monin and Miller (2001), in one of the ﬁrst demonstrations of the moral licensing effect, found that men were more likely to display prejudice in hiring decisions after being given the chance to establish moral credentials as a non-prejudiced person.",,,
C0369,"…expected, as Cloninger’s Temperament and Character Inventory (a self-rating scale that assesses the dimensions of the psychobiological model, Cloninger et al., 1993) has shown significant overlap with the Big Five (Capanna et al., 2012; De Fruyt et al., 2000; Garcia, 2012; Ramanaiah et al., 2002).",,,
C0370,"Interestingly, Janiszewski and Uy (2008) also analyzed home sales data and observed the same pattern of more precise listing prices leading to higher sale prices after controlling for the magnitude of the listing price.",,,
C0371,"Alternatively, it is possible that average features are computed directly from estimates of individual feature values (Alvarez & Oliva, 2008), in which case the precision of item representations and ensemble representations would be highly correlated.",,,
C0372,"The individual in this mindset is more likely to see the outside world as a whole, and tends to understand and pay attention to external stimuli from a more overall visual perception or more abstract semantic concepts, so they care about the similarity between stimuli; the other is local mindset, individuals in local mindset are more likely to perceive the outside world in terms of details, tend to understand and focus on external stimuli from more partial visual perceptions or more specific semantic concepts, and thus pay more attention to the dissimilarity between stimuli [7] .",,,
C0373,"…that phonologically fluent stocks are expected to perform better (Alter & Oppenheimer, 2006), that easy-to-pronounce words are defined more concretely than difficult-to-pronounce words (Alter & Oppenheimer, 2008), and that drugs with easy-to-read names are deemed less risky (Song & Schwarz, 2009).",,,
C0374,"Nonetheless, depending on the context of the prime and further moderators, it is of course possible that the prime produces significant effects in real-life environments as has been indicated with similar environmental cues (Carter et al., 2011).",,,
C0375,"Furthermore, like those other expressions, pride can be recognized quickly and efficiently from a single snapshot image (Tracy & Robins 2008a), suggesting that recognition is an automatic cognitive process.",,,
C0376,"studies have demonstrated the moderating effects of internal/ external motivations to respond without prejudice on implicit measures of prejudice (Devine et al., 2002; Amodio et al., 2008).",,,
C0377,"Indeed, detailed mental simulation of a positive interaction increased positive intentions to engage in outgroup contact [20].",,,
C0378,"This can potentially induce guilt in the offender and create an interpersonal debt that can only be eliminated by the victim (Baumeister, Stillwell, & Heatherton, 1994; Shnabel & Nadler, 2008).",,,
C0379,"It now constitutes the core constituency of left parties and strongly supports redistribution from the rich, together with very left-wing stances on the deservingness of recipients (Abou-Chadi and Hix 2021; Häusermann, Kurer, and Schwander 2015; Kitschelt and Rehm 2023).",,,
C0380,"In retrospect, it is not surprising that action and inaction-primed individuals differentially recalled the distraction number given previous research indicating their effects on cognitive activity (e.g., Albarracin et al., 2008).",,,
C0381,"By having gender bias individuals make two consecutive hiring decisions, Monin and Miller ( 2001 ) found that the first decision affects the second one and that if an individual chooses a male the first time, they prefer to choose a female when making the second decision.",,,
C0382,"According to Oberauer (2008), single-process models should have difficulty to explain the serial-position effects of different probe types in the local recognition task.",,,
C0383,"Several studies show that peer to peer punishment is not able to sustain cooperation under imperfect information (Grechenig et al., 2010; Ambrus and Greiner, 2012; Grechenig et al., 2015) and it remains unclear whether this equally holds for centralized punishment.",,,
C0384,"Research in psychology demonstrated that exerting self-control in order to override automatic impulses consumes actual physical energy (Masicampo & Baumeister, 2008).",,,
C0385,"Moreover, one of the factors that drove the change in the volunteers opinion was the use of the word kill, which is negatively charged and directly related to trolley dilemma scenarios (Tversky & Kahneman, 1974) (Tversky & Kahneman, 1981).",,,
C0386,"In particular, the effect of manipulating stimulus quality (varying the brightness of the stimulus in order to change the rate of processing in various modules) in combination with psycholinguistic factors like word frequency and spelling–sound regularity have, when combined with the effect of a third factor, yielded results suggesting that the underlying system is considerably more dynamic than widely assumed (eg, Besner, O'Malley, & Robidoux, 2010 ; O'Malley & Besner, 2008 ; Yap, Balota, Tse, & Besner, 2008 ).",,,
C0387,"…cultures (Jahoda, 1969; Kramer & Block, 2008; Vyse, 1997), and people resort to superstitious behaviors in an attempt to facilitate goal achievement across a variety of domains, including politics, sports, gambling, and education (e.g., Risen & Gilovich, 2008; Vyse, 1997; Wohl & Enzle, 2002).",,,
C0388,"For example, respondents may try to minimize past negative events by distancing themselves from them (Ross and Wilson 2002) or otherwise more positively framing negative events as some form of impression management (Merkl ‐ Davies, Brennan, and McLeay 2011).",,,
C0389,"The idea is that the image cues respondents’ ethnic identity; in several studies in social and political psychology, flag exposure has been shown to induce a feeling of group identity (Butz et al., 2007; Kemmelmeier and Winter, 2008; Carter et al., 2011; Ehrlinger et al., 2011).",,,
